Date,Close,Volume,20ma,50ma,200ma,cross,triple cross,Upper_BB,Lower_BB,Distance_from_Middle,Above_upperbb,Below_lowerbb,RSI_14d,RSI_21d,RSI_Above_70,RSI_Below_30,MACD_cross_above,MACD_cross_below,1m_return_diff_QQQ_IWM,1m_return_diff_QQQ_DIA,high_volumn,Consecutive_Up_Days,Consecutive_Down_Days,Future1M_movement_direction,Future2M_movement_direction,Future15d_movement_direction
2018-09-18,182.83999633789065,31877300,183.28949966430665,181.04820037841796,169.24055030822754,No Cross,No Cross,187.36091374675786,179.21808558185543,-0.22080943736647307,0,0,44.922528497554495,56.472630593045295,0,0,0,0,-0.8245878655677608,-2.224144733558897,1,1,0,-1,-1,-1
2018-09-19,182.6999969482422,31843400,183.40649948120117,181.15580017089843,169.38160026550293,No Cross,No Cross,187.25165308427285,179.5613458781295,-0.3674768843536413,0,0,36.917046984110655,56.521747783823784,0,0,0,0,-0.6556768881355923,-2.7456295082873394,1,0,1,-1,-1,-1
2018-09-20,184.72000122070312,33295800,183.58949966430663,181.3218002319336,169.5416502380371,No Cross,No Cross,187.31082268327984,179.86817664533342,0.607580449551207,0,0,45.06711917550761,58.94910911989369,0,0,0,0,-0.694838683714627,-2.9842226199342736,1,1,0,-1,-1,-1
2018-09-21,183.7100067138672,38605400,183.7349998474121,181.4068002319336,169.69615028381347,No Cross,No Cross,187.21695296952203,180.25304672530217,-0.014355812768533554,0,0,41.78773549923143,55.370921423009236,0,0,0,0,-0.43906583547956846,-3.6977496794835973,1,0,1,-1,-1,-1
2018-09-24,183.88999938964844,34945600,183.80550003051758,181.49240020751952,169.8481002807617,No Cross,No Cross,187.23719662910366,180.3738034319315,0.04924640433870187,0,0,44.328678868411416,56.28304317393179,0,0,0,0,0.5297491656016451,-2.9180177380511374,1,1,0,-1,-1,-1
2018-09-25,184.13999938964844,25277500,183.79550018310547,181.59160034179686,169.99870025634766,No Cross,No Cross,187.22180019507937,180.36920017113158,0.20109109262997532,0,0,52.280249869397466,53.58377717398469,0,0,0,0,0.02899157148597009,-2.9164706579710264,0,2,0,-1,-1,-1
2018-09-26,184.2700042724609,36210600,183.77850036621095,181.67160034179688,170.14655029296875,No Cross,No Cross,187.19113136933635,180.36586936308555,0.28804983943463297,0,0,59.03087500658198,49.836695895502324,0,0,0,0,1.6552202784018033,-2.620246240190527,1,3,0,-1,-1,-1
2018-09-27,185.8300018310547,33113300,183.73300018310547,181.78960052490234,170.2962003326416,No Cross,No Cross,187.00055937313428,180.46544099307667,1.2835278726386101,0,0,66.29836874051587,52.68486530340307,0,0,1,0,2.5083622871631572,-1.2786535978765334,1,4,0,-1,-1,-1
2018-09-28,185.7899932861328,28076800,183.70199966430664,181.92480041503907,170.44670028686522,No Cross,No Cross,186.8729577427565,180.53104158585677,1.316948108533115,0,0,64.6297464362306,47.697495425316106,0,0,0,0,2.7711520441989546,0.014519863817130663,0,0,1,-1,-1,-1
2018-10-01,186.1699981689453,27371300,183.6779998779297,182.06840026855468,170.59760025024414,No Cross,No Cross,186.76105914887037,180.594940606989,1.6165750133342591,0,0,61.83088904646177,49.419715291935404,0,0,0,0,4.708166545986813,-0.47596759914194653,0,1,0,-1,-1,-1
2018-10-02,185.75,25618600,183.6729995727539,182.1922003173828,170.7469502258301,No Cross,No Cross,186.7415165169357,180.6044826285721,1.3537487098999368,0,0,62.41189157540671,47.84277438043121,0,0,0,0,5.907897129749895,-0.5722165880095664,0,0,1,-1,-1,-1
2018-10-03,185.9499969482422,29128700,183.7979995727539,182.3052001953125,170.88845024108886,No Cross,No Cross,187.02771420906186,180.56828493644593,1.3326238493617186,0,0,56.4428204102148,50.2467691802504,0,0,0,0,5.904457541757557,-0.7290656285609431,0,1,0,-1,-1,-1
2018-10-04,182.3800048828125,80557300,183.82649993896484,182.2964001464844,171.00715026855468,No Cross,No Cross,186.99176638710995,180.66123349081974,-0.9139799633613831,0,0,44.27046170587786,47.503515648641624,0,0,0,1,5.133760596168835,-2.7976716042585448,1,0,1,-1,-1,-1
2018-10-05,180.1499938964844,83325600,183.77849960327148,182.2983999633789,171.1194002532959,No Cross,No Cross,187.14023718501267,180.4167620215303,-2.1587084765299958,0,1,45.63462210161476,46.230689168194736,0,0,0,0,4.621144868257498,-3.4122757057882813,1,0,2,-1,-1,-1
2018-10-08,179.0500030517578,66864500,183.6449996948242,182.3270001220703,171.2270002746582,No Cross,No Cross,187.5233036509333,179.76669573871513,-2.369590777343993,0,1,35.676513567409074,45.405889543161514,0,0,0,0,3.814144644131656,-4.586646630194435,1,0,3,-1,-1,-1
2018-10-09,179.6300048828125,49097900,183.47050018310546,182.41740020751953,171.33740028381348,No Cross,No Cross,187.74235296560732,179.1986474006036,-1.7980466536787887,0,0,38.77105897349748,45.33274269942414,0,0,0,0,3.642565563425637,-3.9557876239164402,1,1,0,-1,-1,-1
2018-10-10,171.72999572753906,114471100,182.9279998779297,182.32300018310548,171.40920028686523,No Cross,No Cross,189.70010637384135,176.15589338201804,-3.3070962948237392,0,1,16.777484743164564,30.287297282308728,0,0,0,0,1.9998728248885715,-5.219653308343141,1,0,1,-1,-1,-1
2018-10-11,169.60000610351562,143084500,182.18150024414064,182.17260040283202,171.4746002960205,No Cross,No Cross,191.14652654659704,173.21647394168423,-2.8067946966709245,0,1,15.868403821267677,28.70735310534924,0,1,0,0,1.7953723910766772,-4.9463461228929315,1,0,2,-1,-1,1
2018-10-12,174.32000732421875,102078400,181.69800033569337,182.06840057373046,171.56350036621095,No Cross,No Cross,191.27453410409782,172.1214665672889,-1.540848325688901,0,0,31.019457523258893,34.64662939085996,0,0,0,0,4.398491178823149,-3.9050290052535352,1,1,0,-1,-1,-1
2018-10-15,172.2100067138672,64885300,181.2415008544922,181.91100067138672,171.6409004211426,No Cross,No Cross,191.71802615141686,170.7649755575675,-1.7241392321700695,0,0,27.964555877478787,33.08443954418209,0,0,0,0,3.1582990915291376,-4.846265811254835,1,0,1,-1,-1,-1
2018-10-16,177.22000122070312,71979700,180.96050109863282,181.83260070800782,171.7482004547119,No Cross,No Cross,191.55728879609833,170.3637134011673,-0.7059686359148862,0,0,38.96713032057793,44.45939224206564,0,0,0,0,3.257774392205782,-3.9466556458570663,1,1,0,-1,-1,-1
2018-10-17,177.2899932861328,66987600,180.69000091552735,181.74240051269533,171.84220039367676,No Cross,No Cross,191.37565233727886,170.00434949377583,-0.636368808077258,0,0,35.98159727405614,42.237754656493536,0,0,0,0,4.6926540741666685,-2.22289598776374,1,2,0,-1,-1,-1
2018-10-18,173.17999267578125,82486200,180.11300048828124,181.5656002807617,171.9079503631592,No Cross,No Cross,191.1237194418101,169.1022815347524,-1.259319730484633,0,0,31.74050589560474,38.01610317588065,0,0,0,0,4.413457378502761,-2.2072351374345267,1,0,1,-1,-1,1
2018-10-19,173.02000427246094,82923700,179.57850036621093,181.38780029296876,171.97150039672852,No Cross,No Cross,190.88782591099888,168.26917482142298,-1.1598385894502021,0,0,30.836481304741127,34.54832779902877,0,0,0,0,5.606982529038607,-2.4556454544540913,1,0,2,-1,-1,-1
2018-10-22,173.91000366210938,52909300,179.079500579834,181.2556002807617,172.03145042419433,No Cross,No Cross,190.46824687782194,167.69075428184604,-0.9078254590038431,0,0,32.97871313625875,37.0164155406867,0,0,0,0,6.079926505612864,-2.0192958161931123,0,1,0,-1,-1,-1
2018-10-23,173.27000427246094,77567000,178.5360008239746,181.11460021972655,172.08505043029785,No Cross,No Cross,189.9453744871983,167.1266271607509,-0.9231000240596493,0,0,31.99885970567236,36.09947616791706,0,0,0,0,5.946514075660348,-2.163967698705816,1,0,1,-1,-1,-1
2018-10-24,165.33999633789062,102997400,177.5895004272461,180.79240020751953,172.09895042419433,No Cross,No Cross,190.085091766998,165.09390908749418,-1.9606121481240237,0,0,28.473958658613967,29.511761875035546,0,1,0,0,5.0165920008189975,-3.82860601874091,1,0,2,-1,-1,-1
2018-10-25,171.05999755859375,83481100,176.85100021362305,180.62900024414063,172.1433504486084,No Cross,No Cross,189.03800759148274,164.66399283576337,-0.9503567981012134,0,0,39.447409759820054,37.16727188963867,0,0,0,0,5.327821114998088,-2.7118070287366454,1,1,0,-1,-1,-1
2018-10-26,166.66000366210938,130970900,175.89450073242188,180.36580017089844,172.1602005004883,No Cross,No Cross,188.13023739400245,163.6587640708413,-1.5094305027515376,0,0,36.64006386515135,32.35131245014763,0,0,0,0,4.5266319933516925,-3.553927296360837,1,0,1,-1,-1,1
2018-10-29,163.22999572753906,111871900,174.74750061035155,180.0332000732422,172.15390045166015,No Cross,No Cross,187.2259418017568,162.2690594189463,-1.8459845594729214,0,0,33.34009159616217,30.450602497576313,0,0,0,0,3.5128802466560245,-3.6606069941783064,1,0,2,1,-1,-1
2018-10-30,165.9199981689453,92584000,173.75600051879883,179.75760009765625,172.16340042114257,No Cross,No Cross,185.6930102571827,161.81899078041496,-1.312892009236884,0,0,43.39922710955198,33.12780619678429,0,0,0,0,2.8092067211629814,-3.8490978596036793,1,1,0,-1,-1,-1
2018-10-31,169.82000732421875,73828600,172.94950103759766,179.5468002319336,172.183550491333,No Cross,No Cross,183.51884720410777,162.38015487108754,-0.5921830289360711,0,0,50.24028093771228,37.454721116686855,0,0,0,0,4.515181407673406,-2.0463952908677756,1,2,0,-1,-1,-1
2018-11-01,172.05999755859375,52706800,172.43350067138672,179.36680023193358,172.21475044250488,No Cross,No Cross,182.02691188014626,162.8400894626272,-0.07786659086435,0,0,47.39028821852002,39.40179850243552,0,0,0,0,3.5014779129582054,-1.8693415618515568,0,3,0,-1,-1,-1
2018-11-02,169.3800048828125,75966800,171.89500122070314,179.13840026855468,172.2299504852295,No Cross,No Cross,180.85267060881387,162.9373318325924,-0.5615291721368336,0,0,46.7745576357805,39.9443044620166,0,0,1,0,1.824071708327967,-2.3121723303131008,1,0,1,-1,-1,-1
2018-11-05,168.9600067138672,39573500,171.3905014038086,178.86800048828124,172.23415054321288,No Cross,No Cross,179.76928393519964,163.01171887241756,-0.5801546181287284,0,0,39.48574596203248,41.0950244376309,0,0,0,0,1.2407411623918012,-3.9972044877648045,0,0,2,-1,1,-1
2018-11-06,170.24000549316406,34410400,170.92100143432617,178.58600067138673,172.23780059814453,No Cross,No Cross,178.35484443279063,163.48715843586172,-0.18321504538171604,0,0,41.29415967729293,43.00904581803458,0,0,0,0,1.502742553294933,-4.33778259659816,0,1,0,-1,1,-1
2018-11-07,175.5800018310547,51169600,171.11350173950194,178.40540069580078,172.27365058898926,No Cross,No Cross,178.82958594926933,163.39741752973455,1.1577115982997799,0,0,52.87633025268081,47.01194878250487,0,0,0,0,1.6043898633830596,-3.9576996223047227,0,2,0,-1,-1,-1
2018-11-08,174.4600067138672,40296500,171.35650177001952,178.15980072021483,172.304200592041,No Cross,No Cross,179.1772936936404,163.53570984639865,0.7936549071134991,0,0,51.68697597062075,52.23808229994311,0,0,0,0,0.45731556928181405,-5.304871558283585,0,0,1,-1,-1,-1
2018-11-09,171.52000427246094,50602700,171.21650161743165,177.86200073242188,172.30715065002443,No Cross,No Cross,178.913187192935,163.5198160419283,0.07886580582043402,0,0,47.32841536112983,51.55339726719411,0,0,0,0,0.9042810363599205,-6.050604135357652,0,0,2,-1,-1,1
2018-11-12,166.3300018310547,62578400,170.92250137329103,177.45560089111328,172.2883006286621,No Cross,No Cross,178.90336278232238,162.94163996425968,-1.1508781588512114,0,0,42.95860124460694,43.58438344247934,0,0,0,0,-1.4583417354075312,-5.9667850420597865,0,0,3,-1,1,-1
2018-11-13,166.47000122070312,64128100,170.385001373291,177.06800079345703,172.27715065002442,No Cross,No Cross,178.0205875221479,162.7494152244341,-1.0254615890029555,0,0,51.36178012627763,45.24045762217349,0,0,0,0,-1.8826136212982796,-4.956658243192802,0,1,0,-1,1,1
2018-11-14,165.1999969482422,75270700,169.78050155639647,176.70300079345702,172.2561506652832,No Cross,No Cross,177.01830134162887,162.54270177116408,-1.2657174124932515,0,0,42.08963057163207,39.374108880774486,0,0,0,1,-1.2053052951965348,-4.799515560737632,0,0,1,-1,1,-1
2018-11-15,168.08999633789062,73254300,169.52600173950196,176.42860076904296,172.25680061340333,No Cross,No Cross,176.61696199085543,162.4350414881485,-0.4050242423336808,0,0,52.012373662977005,42.25328515001952,0,0,1,0,-0.46545867116723993,-2.9413971774449035,0,1,0,-1,1,-1
2018-11-16,167.5,65390700,169.2500015258789,176.15640075683595,172.27125061035156,No Cross,No Cross,176.19658363280928,162.30341941894852,-0.50384534406726,0,0,56.53105834610345,44.915866303908395,0,0,0,0,-0.7195050465069412,-3.1364796251666665,0,0,1,-1,1,-1
2018-11-19,162.05999755859375,67280500,168.65750122070312,175.76320068359374,172.2909506225586,No Cross,No Cross,175.94369102719068,161.37131141421557,-1.810961239641331,0,0,44.554173241568165,41.036958764083,0,0,0,1,-1.4800699048975403,-3.8362946288245094,0,0,2,-1,1,1
2018-11-20,159.16000366210938,102652800,167.95200119018554,175.28400085449218,172.27520065307618,No Cross,No Cross,176.04544673345123,159.85855564691985,-2.1726216556536255,0,1,34.52379159064587,38.32145572002886,0,0,0,0,-1.9657836365455044,-3.928663603904182,1,0,3,-1,1,1
2018-11-21,160.3699951171875,42965800,167.7035011291504,174.83980072021484,172.27600059509277,No Cross,No Cross,176.41613611343385,158.99086614486694,-1.683418627129833,0,0,32.5052202364315,39.87758003981367,0,0,0,0,-1.166646050990816,-2.1590473989723025,0,1,0,-1,1,1
2018-11-23,159.2100067138672,23503700,167.11100158691406,174.33340087890625,172.30480064392088,No Cross,No Cross,176.4516293659406,157.77037380788752,-1.691748147975189,0,0,34.05454986528328,44.61809197773046,0,0,0,0,-2.4275346174858052,-3.145395276392649,0,0,1,1,1,-1
2018-11-26,162.88999938964844,42012600,166.92250137329103,173.91140075683595,172.33875061035155,No Cross,No Cross,176.4517098621586,157.39329288442346,-0.8463456305638665,0,0,41.36555668808832,42.56054959471502,0,0,0,0,-4.089457732512125,-3.8289191762692076,0,1,0,-1,1,-1
2018-11-27,163.44000244140625,36608100,166.93300170898436,173.55340087890625,172.36160064697265,No Cross,No Cross,176.4455265743354,157.42047684363334,-0.7344000288085898,0,0,40.12200836352658,46.846843616138116,0,0,0,0,-1.4602737588727317,-3.1745761027238912,0,2,0,-1,1,-1
2018-11-28,168.6999969482422,70141000,167.0720016479492,173.27060089111328,172.40665061950685,No Cross,No Cross,176.60342657686516,157.54057671903325,0.3416058590261881,0,0,39.98251058429578,55.171115539917544,0,0,1,0,-0.7732985261818204,-3.2256937721138916,1,3,0,-1,1,-1
2018-11-29,168.14999389648438,44885700,166.9885009765625,172.9796008300781,172.43400062561034,No Cross,No Cross,176.44754705545677,157.52945489766824,0.245583520840115,0,0,40.65736197608023,52.197042107380476,0,0,0,0,-1.2746627415303635,-3.8400644348274615,0,0,1,-1,1,-1
2018-11-30,169.3699951171875,36722800,166.8540008544922,172.67260070800782,172.45235061645508,No Cross,No Cross,176.08311960738342,157.62488210160097,0.5452295782643621,0,0,46.64584867743559,49.53191937814413,0,0,0,0,-0.6645347594797735,-2.921403791012711,0,1,0,-1,1,-1
2018-12-03,172.3300018310547,50771700,167.0015007019043,172.44500061035157,172.48920059204102,Death Cross,No Cross,176.49121560839336,157.51178579541522,1.1230055236974026,0,0,60.06036999777923,50.276700633839134,0,0,0,0,-0.8682835902263819,-2.1328364784031772,0,2,0,-1,1,-1
2018-12-04,165.72000122070312,70594700,166.8395004272461,172.08160064697265,172.49135063171386,No Cross,No Cross,176.29901400239171,157.37998685210047,-0.23669276388257343,0,0,48.96665685573729,46.52882616084949,0,0,0,0,-1.1087360895522314,-3.796435512211971,1,0,1,-1,1,-1
2018-12-06,166.88999938964844,71715500,166.6720001220703,171.73660064697265,172.501700592041,No Cross,No Cross,175.9956471893754,157.3483530547652,0.04676265971984,0,0,52.33490432786647,48.06432723171684,0,0,0,0,-0.7413243840449724,-2.907294378498282,1,1,0,-1,1,-1
2018-12-07,161.3800048828125,80432200,165.9620002746582,171.2788006591797,172.4846006011963,No Cross,No Cross,174.56420437431802,157.3597961749984,-1.0653072953772196,0,0,41.35532446087007,42.32235202337743,0,0,0,0,-1.0726939158573812,-1.8536160915568312,1,0,1,1,1,-1
2018-12-10,163.07000732421875,73960800,165.3925003051758,170.82360076904297,172.45910064697264,No Cross,No Cross,173.08598358304715,157.69901702730442,-0.603755905374405,0,0,44.45001796952064,38.4273812545187,0,0,0,0,-0.9756152390231421,-2.64500729132221,1,1,0,1,1,-1
2018-12-11,163.61000061035156,59058300,164.99700012207032,170.38000091552735,172.425150680542,No Cross,No Cross,172.1590873787579,157.83491286538273,-0.387317121953142,0,0,52.2136598772758,39.85411254126467,0,0,0,0,0.9024981659381481,-0.8971244145436041,0,2,0,1,1,-1
2018-12-12,165.0500030517578,53780000,164.93300018310546,169.9576010131836,172.4089507293701,No Cross,No Cross,172.06775709342733,157.7982432727836,0.03279799721924124,0,0,58.77794964459045,43.77525027129361,0,0,0,0,2.3763243763841757,0.5382362535656382,0,3,0,-1,1,-1
2018-12-13,165.10000610351562,46378500,164.8645004272461,169.5446011352539,172.39840072631836,No Cross,No Cross,171.96334045497193,157.76566039952027,0.0663504672170988,0,0,57.30165684431693,48.686743026911586,0,0,0,0,4.154152184098725,0.48286858489151596,0,4,0,-1,1,-1
2018-12-14,161.0800018310547,56547400,164.65850067138672,169.04720123291017,172.38140075683594,No Cross,No Cross,171.95277268487484,157.3642286578986,-0.9811805300693158,0,0,52.65247534352837,44.6854644845575,0,0,0,1,1.132114229925862,-1.25714114234734,0,0,1,1,1,-1
2018-12-17,157.42999267578125,74834100,164.12550048828126,168.54820098876954,172.33860069274903,No Cross,No Cross,171.90570210130386,156.34529887525866,-1.7211656318245006,0,0,42.248716412375295,42.68223107775834,0,0,0,0,2.2274903478073487,-1.6845780938624761,1,0,2,1,1,1
2018-12-18,158.4199981689453,63642100,163.6715003967285,168.11360107421876,172.29155067443847,No Cross,No Cross,171.67897045530617,155.66403033815084,-1.3116507934132702,0,0,42.96129892191535,40.554795282084974,0,0,0,0,4.665698203023549,-0.4895136834582976,1,1,0,1,1,1
2018-12-19,154.52999877929688,81856500,163.29500045776368,167.62320098876953,172.2215007019043,No Cross,No Cross,172.27102766306194,154.3189732524654,-1.9529801944657859,0,0,29.338016429997637,38.098730459561544,0,0,0,0,4.378673237175002,-0.26478866615364716,1,0,1,1,1,1
2018-12-20,152.2899932861328,99002100,162.95149993896484,167.07640075683594,172.13830070495607,No Cross,No Cross,173.0494954469121,152.8535044310176,-2.111608515658638,0,1,27.959992994024134,40.47572085069619,0,0,0,0,4.232313731697213,0.1261603492614949,1,0,2,1,1,1
2018-12-21,147.57000732421875,141129400,162.3115005493164,166.59320098876952,172.02685073852538,No Cross,No Cross,174.5037271635472,150.1192739350856,-2.4181790072522653,0,1,22.391107235864183,39.08868430185922,0,0,0,0,2.4958036014146803,-1.5552519556036533,1,0,3,1,1,1
2018-12-24,143.5,56163300,161.52600021362304,166.07120086669923,171.87855072021483,No Cross,No Cross,176.308653098312,146.74334732893408,-2.438804503391048,0,1,14.486334572255927,34.92943116914982,0,0,0,0,2.0703619765315118,-0.9587061018687422,0,0,4,1,1,1
2018-12-26,152.4600067138672,98982100,161.00450057983397,165.6340008544922,171.7704507446289,No Cross,No Cross,176.31115501159414,145.6978461480738,-1.1164417285383539,0,0,34.559863715687726,44.70754435264661,0,0,0,0,3.2632497683382162,0.9526455685232467,1,1,0,1,1,1
2018-12-27,153.0500030517578,85824300,160.48500061035156,165.25080078125,171.67715072631836,No Cross,No Cross,176.14480291624818,144.82519830445494,-0.949564676917299,0,0,33.66384424802223,41.89189800856282,0,0,0,0,4.298203017566704,1.0474229595243907,1,2,0,1,1,1
2018-12-28,152.97000122070312,77856600,159.6985008239746,164.76580078125,171.58360076904296,No Cross,No Cross,175.2003316289189,144.1966700190303,-0.8680909613754039,0,0,38.613595477484516,41.3054331507652,0,0,0,0,3.640681237856292,0.813216687601038,1,0,1,1,1,1
2018-12-31,154.25999450683594,53015300,159.00400085449218,164.30520080566407,171.49725074768065,No Cross,No Cross,174.15211252144658,143.85588918753777,-0.6263495347747253,0,0,37.94140510294144,37.16216472866009,0,0,0,0,3.7825422899904098,0.4360327033046225,0,1,0,1,1,1
2019-01-02,154.8800048828125,58576700,158.27950134277344,163.9392010498047,171.41655075073243,No Cross,No Cross,172.70911729472996,143.84988539081692,-0.4711832208534981,0,0,38.077044107074016,38.217028594159764,0,0,1,0,3.303540931613748,-0.015897618660154045,0,2,0,1,1,1
2019-01-03,149.82000732421875,74820200,157.15400161743165,163.47520111083983,171.33015075683593,No Cross,No Cross,170.4349900945818,143.8730131402815,-1.1044350058477932,0,0,31.071357454821992,33.74897767423171,0,0,0,1,2.4038446786069265,0.20250594090182084,1,0,1,1,1,1
2019-01-04,156.22999572753906,74709300,156.67950134277345,163.12160095214844,171.2730507659912,No Cross,No Cross,169.33528045444885,144.02372223109805,-0.07103562906209408,0,0,40.480781103080155,37.342763711916014,0,0,1,0,4.242145318447909,2.638058359505846,1,1,0,1,1,1
2019-01-07,158.08999633789062,52059300,156.23950119018554,162.81800079345703,171.22890075683594,No Cross,No Cross,167.97935469476047,144.4996476856106,0.31525012590386525,0,0,46.63515084493426,43.51741368608228,0,0,0,0,3.711583961032505,3.065957005630515,0,2,0,1,1,1
2019-01-08,159.52000427246094,49388700,156.14650115966796,162.70160095214842,171.21250076293944,No Cross,No Cross,167.74349445069467,144.54950786864126,0.5817892669478837,0,0,52.47572999792139,43.76586606447256,0,0,0,0,3.7258775461451292,2.2208482839943255,0,3,0,1,1,1
2019-01-09,160.82000732421875,46491700,156.03400115966798,162.49680114746093,171.22405082702636,No Cross,No Cross,167.3893365703399,144.67866574899605,0.8429528484121761,0,0,52.82221179929168,49.489984235371026,0,0,0,0,4.38537650189067,2.613318814877741,0,4,0,1,1,1
2019-01-10,161.27999877929688,38943400,155.91750106811523,162.38920104980468,171.20845085144043,No Cross,No Cross,166.98985239728637,144.8451497389441,0.9686285327767096,0,0,58.63392252797054,48.332394170785804,0,0,0,0,3.130151552220095,1.6050517119917784,0,5,0,1,1,1
2019-01-11,160.69000244140625,30176600,155.69950103759766,162.33840118408204,171.21650085449218,No Cross,No Cross,166.1701042515542,145.22889782364112,0.9532404775221797,0,0,61.217964784952486,47.28220655883451,0,0,0,0,1.6088128790744949,1.3962112859383091,0,0,1,1,1,1
2019-01-14,159.27000427246094,30710200,155.40800094604492,162.20540130615234,171.2266008758545,No Cross,No Cross,165.07006814550692,145.74593374658292,0.7994155384535225,0,0,67.13532096867837,44.61825189441943,0,0,0,0,0.97221058221999,0.2800368030010718,0,0,2,1,1,1
2019-01-15,162.3800048828125,40874200,155.4730010986328,162.05660125732422,171.2378508758545,No Cross,No Cross,165.31161002523993,145.63439217202568,1.4040610488136536,0,0,78.45088765886527,47.60394577807982,0,0,0,0,2.0878803830902797,1.675213517484952,0,1,0,1,1,1
2019-01-16,162.35000610351562,33812200,155.71900177001953,161.86240142822265,171.2720509338379,No Cross,No Cross,165.99974131794772,145.43826222209134,1.2899858619280744,0,0,70.3917641499402,51.20333917911365,0,0,0,0,1.1625279111924574,1.1974889549507983,0,0,1,1,1,1
2019-01-17,163.6300048828125,39329000,155.9795021057129,161.74740142822264,171.30390098571777,No Cross,No Cross,166.79835511481136,145.16064909661443,1.4142909180235042,0,0,71.21092074664097,56.150806505815595,0,0,0,0,0.30590958318326145,0.7220454355312382,0,1,0,1,1,1
2019-01-18,165.25,57183200,156.51550216674804,161.6732012939453,171.33145095825196,No Cross,No Cross,168.0692316358108,144.96177269768526,1.511978942667853,0,0,73.18732597591783,56.6921458325671,0,0,0,0,-0.15481389780458432,1.1840997336858727,0,2,0,1,1,1
2019-01-22,161.94000244140625,56711700,156.9980026245117,161.50720123291015,171.33790100097656,No Cross,No Cross,168.61455434726483,145.3814509017586,0.8508548723998252,0,0,63.4737053445945,57.343911151169436,0,0,0,0,-1.4714605328668195,-0.6754577971213704,0,0,1,1,1,1
2019-01-23,162.14999389648438,38106100,157.727001953125,161.23860107421876,171.36550094604493,No Cross,No Cross,168.66233742957508,146.79166647667495,0.8089357574597603,0,0,62.94054442817225,60.18175051390514,0,0,0,0,0.07440478729450195,-0.10000922020425573,0,1,0,1,1,1
2019-01-24,163.1999969482422,32417800,158.7120018005371,161.01340087890625,171.39285095214845,No Cross,No Cross,167.61089605557603,149.81310754549818,1.0086635528147292,0,0,77.78240357897604,67.46368151230848,0,0,0,0,-1.2225109576101456,-0.23085544481560305,0,2,0,1,1,1
2019-01-25,165.14999389648438,36515900,159.34650115966798,160.8860006713867,171.41255088806153,No Cross,No Cross,168.1778153731296,150.51518694620637,1.3142987774050918,0,0,72.731924888106,75.39292389786235,1,0,0,0,-1.770487233350515,-0.35260521305024994,0,3,0,1,1,1
2019-01-28,163.11000061035156,33491200,159.84950103759766,160.82160064697266,171.4267008972168,No Cross,No Cross,168.30894469416663,151.3900573810287,0.7708543741459973,0,0,62.67679605058836,64.91179718051796,0,0,0,0,-2.3699862234695113,-0.8581754376819517,0,0,1,1,1,1
2019-01-29,161.57000732421875,30784200,160.27950134277344,160.72360076904297,171.42350090026855,No Cross,No Cross,168.11807005008336,152.44093263546353,0.32927082216982706,0,0,55.14818530386207,61.620313775339255,0,0,0,0,-4.540557605915829,-1.9107056001639866,0,0,2,1,1,1
2019-01-30,165.67999267578125,41346500,160.8505012512207,160.73320068359374,171.44505088806153,No Cross,triple cross,168.50439648563838,153.196606016803,1.2619695662526254,0,0,60.69541845593005,65.61809997239989,0,0,0,0,-2.257717888207922,-0.7728107948457463,0,1,0,1,1,1
2019-01-31,168.16000366210938,37258400,161.51450119018554,160.73460083007814,171.4728508758545,No Cross,No Cross,169.29070122907692,153.73830115129417,1.7091902056756414,0,0,63.90464043104607,66.59506056338799,0,0,0,0,-1.971298294030622,1.0254363690371582,0,2,0,1,1,1
2019-02-01,167.4499969482422,32143700,162.39600067138673,160.73360076904297,171.4796008300781,No Cross,No Cross,168.3811966162718,156.41080472650165,1.6888323534919796,0,0,63.596143683215864,64.9749885749832,0,0,0,0,-3.3098174323029417,0.17257041695899478,0,0,1,1,1,1
2019-02-04,169.52999877929688,26718800,163.0610008239746,160.88300079345703,171.49505081176758,No Cross,No Cross,169.11665529937724,157.00534634857198,2.136514882610487,1,0,70.10189078833372,75.27572687717739,1,0,0,0,-2.949868313335214,1.609856583549572,0,1,0,1,1,1
2019-02-05,171.02999877929688,28156400,163.70800094604493,161.12040069580078,171.52565078735353,No Cross,No Cross,170.27119781628144,157.14480407580842,2.2312290726662583,1,0,68.08867338368974,71.71363777807129,1,0,0,0,-2.361801852729407,1.3526112956139684,0,2,0,1,1,1
2019-02-06,170.52000427246094,27970000,164.25800094604492,161.32340087890626,171.56675079345703,No Cross,No Cross,171.17743126453664,157.3385706275532,1.8099765553476972,0,0,66.74868510861657,68.98872769163134,0,0,0,0,-2.022259734328813,2.262635534311542,0,0,1,1,1,1
2019-02-07,168.22999572753906,42036200,164.62850036621094,161.5038006591797,171.5984507751465,No Cross,No Cross,171.56633707853788,157.690663653884,1.0382185429441109,0,0,59.055107703712515,62.96516867815779,0,0,0,0,-1.6813975637636887,1.7359743097116862,0,0,2,1,1,1
2019-02-08,168.55999755859375,29020700,164.99250030517578,161.61720062255858,171.6489507293701,No Cross,No Cross,171.95448406447662,158.03051654587495,1.0248507829832216,0,0,56.864370737536014,61.86388509211885,0,0,0,0,-3.022831139237269,0.6742587928220356,0,1,0,1,1,1
