Date,Open,High,Low,Close,Adj Close,Volume,Close_SPY,Close_DIA,Close_IWM,QQQ 1d movement,SPY 1d movement,DIA 1d movement,IWM 1d movement,9ma,20ma,50ma,100ma,200ma,cross,triple cross,Middle_BB,Upper_BB,Lower_BB,Distance_from_Middle,Above_upperbb,Below_lowerbb,RSI_14d,RSI_21d,RSI_Above_70,RSI_Below_30,MACD,Signal_Line,MACD_cross_above,MACD_cross_below,1m_return_diff_QQQ_IWM,1m_return_diff_QQQ_DIA,Future1M_movement_direction,Future2M_movement_direction,Future15d_movement_direction,Future1M_movement,Future2M_movement,Future15d_movement
2019-08-22,188.97999572753903,189.4600067138672,186.5399932861328,188.0200042724609,182.6655120849609,24243700,292.3599853515625,262.5599975585937,150.02999877929688,-0.003233847185290406,-0.0003078367300768381,0.0020226645108036845,-0.002327477670906908,186.17555575900607,187.54299926757812,188.8411993408203,186.2168994140625,176.66334983825683,No Cross,No Cross,187.54299926757812,195.63736022467057,179.44863831048568,0.1178610658485209,0,0,50.89214202265454,42.773162192183,0,0,-0.6719225323051035,-0.8978513645826023,0,0,0.8635578944946265,0.7991260474930262,1,1,1,0.42016448685322505,7.919369775181617,2.4039936767164205
2019-08-23,186.7400054931641,188.4499969482422,181.55999755859372,182.07000732421875,176.88497924804688,55372400,284.8500061035156,256.2900085449219,145.42999267578125,-0.031645552670129584,-0.025687438857325606,-0.023880214320433857,-0.030660575491188946,185.92222256130643,186.88199996948242,188.8141995239258,186.2102995300293,176.7288998413086,No Cross,No Cross,186.88199996948242,194.45498588882933,179.30901405013552,-1.2708310028598755,0,0,51.816720556565805,39.490916256495304,0,0,-1.017386231648544,-0.9217583379957908,0,1,0.9197767169632396,0.33324456087022725,1,1,1,3.3888053609830493,11.534024910870965,5.278181449429864
2019-08-26,184.13999938964844,184.8699951171875,183.0800018310547,184.82000732421875,179.55665588378906,27598900,288.0,259.1000061035156,147.02999877929688,0.01510408024042631,0.011058430152673493,0.01096413229117843,0.011001899086130473,185.52555677625867,186.392000579834,188.85779968261718,186.2206996154785,176.80179985046388,No Cross,No Cross,186.392000579834,193.0724718280331,179.7115293316349,-0.47062346269030514,0,0,52.10244539835965,40.33955126903728,0,0,-1.0570813096908296,-0.9488229323347985,0,0,0.5135211786181593,0.49415153995916405,1,1,1,0.32463522397443434,10.03678555234966,4.209500308940495
2019-08-27,186.1100006103516,186.4199981689453,183.7100067138672,184.42999267578125,179.1777801513672,28012800,286.8699951171875,257.79998779296875,144.85000610351562,-0.0021102404121936535,-0.003923628065321205,-0.0050174383632685116,-0.014826856382237907,185.7111121283637,185.92450027465821,188.87159942626954,186.22789947509764,176.8460498046875,No Cross,No Cross,185.92450027465821,191.67148361842123,180.1775169308952,-0.5201015939950105,0,0,50.24656551544232,40.549056281212486,0,0,-1.1072472110558635,-0.9805077880790115,0,0,2.178235321219602,1.1982051455062708,1,1,1,1.5181928986355508,9.607982391374946,4.386494560514076
2019-08-28,183.8300018310547,185.3999938964844,182.91000366210935,185.08999633789065,179.8189697265625,21792400,288.8900146484375,260.3900146484375,146.5399932861328,0.003578613502792205,0.007041585267308248,0.010046652358838504,0.01166715299555765,185.9933336046007,185.62399978637694,188.84519927978516,186.23219940185547,176.89919975280762,No Cross,No Cross,185.62399978637694,190.8350540033049,180.412945569449,-0.20495025622707724,0,0,45.21870254640127,41.913264842465,0,0,-1.081282913312549,-1.000662813125719,0,0,1.225149854895791,0.6675504879663392,1,1,1,1.9395950126536832,8.974013149813453,4.1871522790740245
2019-08-29,187.38999938964844,188.4600067138672,186.67999267578125,187.9199981689453,182.56838989257807,25358900,292.5799865722656,263.8999938964844,149.11000061035156,0.015289869182818272,0.012772929962008517,0.013479699875534212,0.017537924402661664,186.26444498697916,185.5125,188.86139923095703,186.26009933471678,176.98119972229003,No Cross,No Cross,185.5125,190.40126263726387,180.6237373627361,0.9849110491045426,0,0,52.09002197159121,47.04898984134881,0,0,-0.822863070571259,-0.965102864614827,1,0,1.2810450501367199,0.7355184029105399,1,1,1,1.6975321799111542,7.402088014924257,1.5325696630878571
2019-08-30,188.92999267578125,188.97000122070312,186.41000366210935,187.47000122070312,182.1311798095703,26319800,292.45001220703125,264.1300048828125,148.83999633789062,-0.0023946197989935802,-0.0004442353243538921,0.0008715839016590898,-0.0018107723918967533,186.15777926974826,185.51849975585938,188.83379913330077,186.28999938964844,177.0868997192383,No Cross,No Cross,185.51849975585938,190.4170422457252,180.61995726599355,0.7967682096791204,0,0,54.79704208367943,47.48970217047659,0,0,-0.6469172173366076,-0.9014657351591832,0,0,1.3842547237383762,0.8433291424033929,1,1,1,1.930973005609471,8.934762837218258,1.6162579397061672
2019-09-03,186.22000122070312,187.17999267578125,185.02999877929688,185.6499938964844,180.36300659179688,27964200,290.739990234375,261.4200134277344,146.66000366210938,-0.009708258987399687,-0.0058472282485175775,-0.010260066652709399,-0.014646551527939589,186.0111117892795,185.76449966430664,188.77539886474608,186.29179931640624,177.1827996826172,No Cross,No Cross,185.76449966430664,190.11389438987982,181.41510493873346,-0.05265365644970177,0,0,45.4785392455512,48.37785075854251,0,0,-0.64688139559658,-0.8505488672466626,0,0,0.9944548083627214,0.192396473279266,1,1,1,4.239165437497783,10.21276990961766,1.2496673312643924
2019-09-04,187.44000244140625,188.4900054931641,186.8999938964844,188.3300018310547,182.96669006347656,21592100,294.0400085449219,263.92999267578125,147.83999633789062,0.014435809440772829,0.01135041074977905,0.009601327821600503,0.008045770123529028,185.97777811686197,186.01800003051758,188.778798828125,186.32479934692384,177.29844970703124,No Cross,No Cross,186.01800003051758,190.34370947266436,181.6922905883708,1.0689584362789295,0,0,60.1828264738536,57.8415264585434,0,0,-0.4256916556282988,-0.7655774249229899,0,0,1.6169110917955476,0.6286576383024767,1,1,1,2.5009246584637657,9.403701631652517,0.9292199771600229
2019-09-05,190.41000366210935,192.3300018310547,190.33999633789065,191.77999877929688,186.3184509277344,33932600,297.82000732421875,267.67999267578125,150.58999633789062,0.018318891916844438,0.012855389298900066,0.014208313204504108,0.018601190936956113,186.3955552842882,186.3944999694824,188.91579895019532,186.38429931640624,177.41689971923827,No Cross,No Cross,186.3944999694824,191.33883498915546,181.45016494980936,2.1784522239638204,1,0,65.08661691475287,58.62698062244621,0,0,0.02766976791747311,-0.6069279863548973,0,0,2.5145083662016283,0.08156739479383557,1,1,-1,0.9229347605210325,6.945462200960573,-1.251430760121297
2019-09-06,192.1000061035156,192.1699981689453,191.1699981689453,191.58999633789065,186.1338653564453,19487800,298.04998779296875,268.32000732421875,149.89999389648438,-0.0009907312682011504,0.0007722129578071613,0.00239096931391769,-0.00458199387865077,187.45333184136285,186.56100006103514,189.03179901123048,186.44159927368165,177.53734970092773,No Cross,No Cross,186.56100006103514,191.97208612329544,181.14991399877485,1.8587751955860834,0,0,60.9694720353457,57.5545475161587,0,0,0.36739524952443503,-0.4120633391790309,0,0,2.629783692059484,0.24657727940872176,1,1,-1,0.05219797767479495,5.9554276737844525,-2.380081238976439
2019-09-09,192.19000244140625,192.2700042724609,190.22000122070312,191.19000244140625,185.74526977539065,24407600,298.20001220703125,268.79998779296875,151.91000366210938,-0.002087759821128521,0.0005033531964668825,0.0017888359259399245,0.013409004986438156,188.1611090766059,186.79599990844727,189.1255990600586,186.4884992980957,177.6829997253418,No Cross,No Cross,186.79599990844727,192.58887071779984,181.0031290990947,1.5170379860240917,0,0,55.45456080653197,53.257737212828765,0,0,0.5974667519240313,-0.21015732095841846,0,0,1.2656985036914592,-0.9738587349189531,1,1,-1,1.1506861865941076,5.345468429414968,-1.2448375189188732
2019-09-10,190.16000366210935,190.7400054931641,188.91000366210935,190.63999938964844,185.2109222412109,23744700,298.1300048828125,269.3900146484375,153.85000610351562,-0.002876735418874121,-0.000234766335858283,0.002195040484611832,0.012770735268503808,188.85110982259116,187.1104995727539,189.2035989379883,186.52339935302734,177.8403997039795,No Cross,No Cross,187.1104995727539,193.0259150905971,181.1950840549107,1.193322702774875,0,0,57.52356225659636,54.74285016741068,0,0,0.7270385772886243,-0.022718141309009898,0,0,-0.5720737228939843,-1.0381405372117292,1,1,-1,0.6347076782108108,6.1844278870539116,-1.7677271967986186
2019-09-11,191.0,192.52999877929688,190.55999755859372,192.42999267578125,186.9499053955078,25063600,300.25,271.69000244140625,157.0,0.00938938990696414,0.007110975354596816,0.00853776186162758,0.02047444765367734,189.66666497124567,187.31249923706054,189.26699890136717,186.57379928588867,178.00069969177247,No Cross,No Cross,187.31249923706054,193.67118957491834,180.95380889920273,1.609606119125707,0,0,57.748745444769725,59.308741599754214,0,0,0.9630611119832793,0.17443770934944797,0,0,-0.16448729390591277,-0.6157599045470752,-1,1,-1,-0.10912615656122338,5.404567661547466,-4.35482510158518
2019-09-12,193.6100006103516,194.7100067138672,192.97000122070312,193.22999572753903,187.72715759277344,28689900,301.2900085449219,272.32000732421875,157.0399932861328,0.0041573719389247366,0.0034638086425373693,0.0023188371936813112,0.000254734306578408,190.2566646999783,187.83599929809571,189.33139892578126,186.62689926147462,178.17079963684083,No Cross,No Cross,187.83599929809571,194.33890387145732,181.3330947247341,1.6589498949559252,0,0,60.54226390580197,56.02589130545461,0,0,1.2008219041266557,0.3797145483048895,0,0,0.8080052229799239,-0.3005772621281766,1,1,-1,0.44506579173362315,6.091189014492904,-3.7054228440889236
2019-09-13,192.9499969482422,193.3999938964844,192.2899932861328,192.5399932861328,187.0567779541016,27669800,301.0899963378906,272.6000061035156,157.30999755859375,-0.003570886801545825,-0.0006638527709471598,0.0010281976048991393,0.001719334462584765,190.81999715169272,188.33549880981445,189.35339874267578,186.64919921875,178.31904960632323,No Cross,No Cross,188.33549880981445,194.66109768485717,182.00989993477174,1.3293585506684422,0,0,76.91509300003075,63.88415451494641,0,0,1.318374217128195,0.5674464820695506,0,0,-0.7004537259758914,-1.316847115209363,1,1,-1,1.61005827963685,5.9883735536186755,-1.9372576387264973
2019-09-16,191.3000030517578,192.0800018310547,191.1100006103516,191.67999267578125,186.22129821777344,20319000,300.1600036621094,271.1700134277344,157.89999389648438,-0.0044666076677042366,-0.0030887531538497104,-0.005245754379177181,0.0037505330051947894,191.48999701605902,188.64549865722657,189.36599853515625,186.66889907836915,178.4602495574951,No Cross,No Cross,188.64549865722657,194.9895376930197,182.30145962143342,0.9566441824944737,0,0,69.53295667240766,62.72649426125919,0,0,1.3268453627608778,0.7193262582078161,0,0,-1.1755152252157508,-0.09055296747428887,1,1,-1,3.072837475740209,6.375209561580464,-1.7946511446480296
2019-09-17,191.6999969482422,192.6000061035156,191.2899932861328,192.6000061035156,187.11509704589844,20953400,300.9200134277344,271.5599975585937,157.49000549316406,0.004799736346455807,0.0025320154462702416,0.0014381535993959194,-0.002596506771172513,191.96444193522134,188.85399932861327,189.42379852294923,186.6900991821289,178.5797496032715,No Cross,No Cross,188.85399932861327,195.43778618216515,182.27021247506138,1.1379489823190099,0,0,72.58154035096015,60.51388634150368,0,0,1.3917529398962074,0.8538115945454945,0,0,0.15564835552388523,0.9435469745964875,1,1,-1,1.7860784390465456,6.427824107840174,-3.7279375425934735
2019-09-18,192.1999969482422,192.6000061035156,190.1100006103516,192.5200042724609,187.03738403320312,29781300,301.1000061035156,271.9700012207031,156.52000427246094,-0.00041537813353798025,0.0005981412593034641,0.0015098087560594387,-0.006159128750206522,192.04666476779514,189.13149948120116,189.46099853515625,186.70879928588866,178.70159965515137,No Cross,No Cross,189.13149948120116,195.84746162986326,182.41553733253906,1.0090899014178576,0,0,71.21644007992775,56.598913914236725,0,0,1.42036410993353,0.9671220976231016,0,0,0.2591464872511162,0.5656360804941141,1,1,-1,2.3218372748304628,7.266772243873398,-2.7477708433017
2019-09-19,192.8600006103516,194.0399932861328,192.47000122070312,192.83999633789065,187.3482666015625,26039400,301.0799865722656,271.4200134277344,155.75999450683594,0.0016621237187222082,-6.648798021979818e-05,-0.002022236976505498,-0.004855671766415326,192.18555365668402,189.34199905395508,189.4665985107422,186.72699920654296,178.8189496612549,No Cross,No Cross,189.34199905395508,196.25285933579855,182.4311387721116,1.0123189129219354,0,0,66.39997721356502,59.83247557063208,0,0,1.4521202157812922,1.0641217212547398,0,0,0.34926555510566004,0.3660983354823788,1,1,-1,2.198716850074378,7.441405505096466,-2.1572307307143546
2019-09-20,193.1100006103516,193.30999755859372,190.16000366210935,190.8000030517578,185.36636352539065,29086100,298.2799987792969,269.25,155.42999267578125,-0.010578683493430496,-0.009299813730052398,-0.00799503839208282,-0.0021186558981305392,192.14222039116754,189.48099899291992,189.43419860839845,186.73959930419923,178.9112996673584,No Cross,triple cross,189.48099899291992,196.39173263531592,182.57026535052393,0.3817262036395259,0,0,60.036164868387324,53.58914370657521,0,0,1.2977174700071714,1.1108408710052262,0,0,-0.5453822141053832,-0.5892350243287936,1,1,1,4.2295555221980585,9.680293985997878,0.1624725123875903
2019-09-23,190.3600006103516,191.07000732421875,189.72000122070312,190.5,185.44808959960935,22485900,298.2099914550781,269.3599853515625,155.30999755859375,-0.0015723430134140237,-0.00023470338106901245,0.00040848784238622926,-0.0007720203489799404,192.12666490342883,189.902498626709,189.3735986328125,186.75529937744142,179.0351996612549,No Cross,No Cross,189.902498626709,195.8746086166164,183.93038863680158,0.20009724345357285,0,0,66.0915850907426,54.14437391341162,0,0,1.1380259873373006,1.1162778942716411,0,0,-0.9635516962015478,-0.19795369911184135,1,1,1,5.0393732826853554,9.916010178293133,0.30970936372212154
2019-09-24,191.3699951171875,191.7899932861328,187.1499938964844,187.97000122070312,182.9852294921875,40820700,295.8699951171875,267.9700012207031,152.42999267578125,-0.013280833487122723,-0.007846807300026737,-0.005160321526767264,-0.018543589775835034,191.63111029730902,190.05999832153321,189.24999877929687,186.75389938354493,179.14059967041015,No Cross,No Cross,190.05999832153321,195.6196399141429,184.50035672892352,-0.7518459836001938,0,0,48.79356349017229,61.13205113588601,0,0,0.7981193562721103,1.052646186671735,0,1,-0.56543423697486,-1.3401274750884484,1,1,1,6.511680275403409,11.480556307342216,2.952600423320373
2019-09-25,187.77999877929688,190.5800018310547,186.2100067138672,190.0800018310547,185.0392608642578,34704900,297.6199951171875,269.5799865722656,154.10000610351562,0.011225198684092774,0.005914759958362437,0.006008080547182271,0.0109559372038186,191.28111097547742,190.34249877929688,189.18859893798827,186.74359939575194,179.28409965515138,No Cross,No Cross,190.34249877929688,195.2313254801746,185.45367207841915,-0.10738648117555875,0,0,43.74080736736485,60.17012408224633,0,0,0.6910345019183524,0.9803238497210585,0,0,-1.6516702221682111,-1.5386011143245781,1,1,1,5.092588690305755,10.932238309723097,1.5572345468036097
2019-09-26,189.8300018310547,190.0,187.97999572753903,189.3800048828125,184.3578186035156,26826000,297.0,268.8800048828125,152.3800048828125,-0.003682643842061628,-0.0020831769617608575,-0.0025965640044479654,-0.011161590866827886,190.9300011528863,190.55699920654297,189.1321990966797,186.737999420166,179.41564964294435,No Cross,No Cross,190.55699920654297,194.81067575540945,186.3033226576765,-0.553400951016888,0,0,42.15758683650233,59.457412432554115,0,0,0.5434208623008772,0.8929432522370223,0,0,-0.6976021613092742,-1.7878259878249425,1,1,1,5.834822847220034,11.79110848839211,2.20192103782324
2019-09-27,189.72999572753903,189.8300018310547,185.75,187.02999877929688,182.07015991210935,40773500,295.3999938964844,267.989990234375,151.16000366210938,-0.012408945205011457,-0.005387225937763085,-0.003310081197095305,-0.008006307793738232,190.41333516438803,190.51249923706055,189.0243991088867,186.74589935302734,179.53274963378905,No Cross,No Cross,190.51249923706055,194.8988832522678,186.1261152218533,-1.587868479225762,0,0,37.03241444523296,53.481696583588615,0,0,0.23411144565571362,0.7611768909207606,0,0,-1.4430538810390026,-2.0824715585160414,1,1,1,7.592363279111569,13.249210790263799,2.491580865382126
2019-09-30,187.7899932861328,189.1100006103516,187.3999938964844,188.80999755859372,183.8029327392578,26307700,296.7699890136719,269.17999267578125,151.33999633789062,0.009517183290993492,0.004637762848660021,0.004440473468301898,0.001190742732340766,189.99222310384116,190.5794990539551,188.98039916992187,186.77629928588868,179.65154960632324,No Cross,No Cross,190.5794990539551,194.80831426039364,186.35068384751654,-0.8368781367732608,0,0,44.70179102974261,51.65982649040616,0,0,0.13110127602686816,0.6351617679419821,0,0,-0.02797099942404291,-2.183329744731588,1,1,1,6.435045449064702,12.239818287789461,2.425719977901797
2019-10-01,189.5,190.58999633789065,186.9600067138672,187.2700042724609,182.30377197265625,32367600,293.239990234375,265.5,148.3699951171875,-0.008156312197689086,-0.011894729622186517,-0.013671122579357875,-0.019624694678015753,189.4088897705078,190.6604995727539,188.87519927978516,186.80129928588866,179.76239959716796,No Cross,No Cross,190.6604995727539,194.53932695032626,186.78167219518156,-1.7482063367383054,0,0,34.84140097523529,49.641582647645095,0,0,-0.07394719623457036,0.49333997510667166,0,0,0.5567166970070203,-2.2074046458656404,1,1,1,7.620007843279786,14.161365092451073,2.445667606431612
2019-10-02,186.0,186.02999877929688,183.0200042724609,184.0500030517578,179.16920471191406,48544300,288.0599975585937,260.7200012207031,147.25,-0.017194431287662515,-0.017664687110517052,-0.01800376188059083,-0.00754866316671976,188.43222384982639,190.44649963378907,188.68039947509766,186.79179931640624,179.87724960327148,No Cross,No Cross,190.44649963378907,195.23281144805952,185.66018781951863,-2.672829030051913,0,1,26.388910692139874,47.26964048109441,0,0,-0.4906211998432184,0.29654774011669366,0,0,-0.28786557421459635,-1.9583731579484454,1,1,1,9.530015210703535,16.060851436270298,4.439010069805738
2019-10-03,184.02999877929688,186.2100067138672,181.82000732421875,186.07000732421875,181.13558959960935,39392500,290.4200134277344,262.010009765625,147.74000549316406,0.01097530148854653,0.008192792783248581,0.004947869510900649,0.0033277113287881743,187.9066687689887,190.16100006103517,188.49879974365234,186.8666993713379,180.02044967651366,No Cross,No Cross,190.16100006103517,195.2818958207749,185.04010430129543,-1.5977645040071426,0,0,34.42468793689018,46.054478779680444,0,0,-0.6503441245272938,0.10716936718789619,0,0,0.3983992493677202,-1.349524366764765,1,1,1,8.254949614097873,14.048475498848468,4.3101997624460875
2019-10-04,187.0800018310547,189.0800018310547,186.8800048828125,188.80999755859372,183.8029327392578,31887600,294.3500061035156,265.6600036621094,149.13999938964844,0.014725587824590436,0.013532100041580453,0.013930742187099554,0.009476065009007772,187.71889071994354,190.02200012207032,188.40899963378905,186.9493994140625,180.1723996734619,No Cross,No Cross,190.02200012207032,195.13048081714493,184.91351942699572,-0.47450607561076424,0,0,43.664468232742,44.68313283290167,0,0,-0.5494971194774507,-0.024163930145173193,0,0,1.0133787752554246,-0.7605203594070575,1,1,1,7.4678281266011615,12.605266330969567,3.617394163111065
2019-10-07,188.2700042724609,189.7400054931641,187.91000366210935,188.2400054931641,183.24806213378903,21216000,293.0799865722656,264.739990234375,148.8800048828125,-0.0030188659117627026,-0.004314657737100158,-0.0034631235980276953,-0.001743291591122187,187.74889119466147,189.8745002746582,188.2679998779297,187.00089950561522,180.34094970703126,No Cross,No Cross,189.8745002746582,195.0112590857642,184.7377414635522,-0.6363914840464119,0,0,40.22420183776271,44.083375239783024,0,0,-0.5096933102621222,-0.12126980616856299,0,0,1.0165215262979643,0.09176630065150793,1,1,1,7.878241286809362,14.832127791219785,4.956439417121383
2019-10-08,187.05999755859372,187.8600006103516,185.2700042724609,185.4199981689453,180.5028533935547,32379300,288.5299987792969,261.5799865722656,146.4600067138672,-0.01498091394988399,-0.015524730453905788,-0.011936253602305436,-0.01625468894127291,187.23111300998264,189.61350021362304,188.08399993896484,187.00579956054688,180.5065997314453,No Cross,No Cross,189.61350021362304,195.1047192734455,184.12228115380057,-1.527348298799543,0,0,35.82265907789062,40.61177176264607,0,0,-0.6976573681050127,-0.23654731855585293,0,0,0.7123058151204509,-0.6325166132814752,1,1,1,9.680723290638294,15.510729581946858,5.727534905653009
2019-10-09,186.9900054931641,188.0800018310547,186.42999267578125,187.22999572753903,182.26483154296875,20147400,291.2699890136719,263.42999267578125,147.1300048828125,0.009761609192469933,0.009496379045393022,0.007072429843574923,0.004574615172961538,186.99222310384113,189.35350036621094,187.9529998779297,187.04769958496092,180.7048996734619,No Cross,No Cross,189.35350036621094,194.77520193552328,183.9317987968986,-0.783335125153794,0,0,39.4270559836287,44.670202089581785,0,0,-0.6925848746399481,-0.327754829772672,0,0,-0.05584830483356118,-0.6656725588499501,1,1,1,7.968807621326479,15.131123472480912,5.212845157475732
2019-10-10,187.27999877929688,189.42999267578125,187.1199951171875,188.67999267578125,183.6763916015625,25177700,293.239990234375,265.010009765625,147.72000122070312,0.007744469269509002,0.006763488498674919,0.005997863317668495,0.0040100341080022694,187.17555575900604,189.12600021362306,187.904599609375,187.13499954223633,180.93079963684082,No Cross,No Cross,189.12600021362306,194.23567725544885,184.01632317179727,-0.1745736703869808,0,0,45.913624858309056,44.07582824144469,0,0,-0.565048721499636,-0.3752136081180648,0,0,1.134348671290586,0.165335303261549,1,1,1,6.90057492997358,14.23044686547843,4.451987217164888
2019-10-11,190.8300018310547,192.6300048828125,190.72000122070312,191.1100006103516,186.0419158935547,40976700,296.2799987792969,268.1600036621094,150.22000122070312,0.012878991037200027,0.010366964418775604,0.01188632044227389,0.01692390996033666,187.43111165364584,189.05450057983398,187.92379974365235,187.2277995300293,181.12404960632324,No Cross,No Cross,189.05450057983398,194.00042846177146,184.1085726978965,0.8311888404294316,0,0,51.08657068539547,46.814911065281834,0,0,-0.26484114552371807,-0.35313911559919553,1,0,0.9531149001794192,0.08328062093005961,1,1,1,5.609335558822881,13.625657057698914,4.06048583645684
2019-10-14,190.83999633789065,191.6999969482422,190.6499938964844,191.08999633789065,186.0224609375,14975000,295.95001220703125,267.8599853515625,149.6699981689453,-0.00010467412692716227,-0.0011137659431119662,-0.0011188033504240247,-0.003661317050249191,187.85555521647134,189.02500076293944,187.99859954833985,187.32849945068358,181.3142495727539,No Cross,No Cross,189.02500076293944,193.91167634939632,184.13832517648257,0.8451535357387827,0,0,56.103277416273734,47.776760317229375,0,0,-0.028213429436647175,-0.2881539783666858,0,0,1.3733259675307696,0.5187970317344526,1,1,1,6.871110541859893,14.60045512060184,4.715060933746207
2019-10-15,191.67999267578125,193.97000122070312,191.55999755859372,193.5200042724609,188.38807678222656,23234200,298.8800048828125,270.2200012207031,151.38999938964844,0.01271656277743305,0.009900295843649376,0.008810632413210673,0.011491957250922225,188.90777757432727,189.0710006713867,188.25439971923828,187.4811994934082,181.5169995880127,No Cross,No Cross,189.0710006713867,194.11418607659013,184.0278152661833,1.7643624985446067,0,0,56.646062195472815,52.69164887293464,0,0,0.351346963183488,-0.16025379005665108,0,0,1.0140218336311735,0.8729396931167477,1,1,1,5.73067181327509,12.872048291322402,3.457008212953161
2019-10-16,192.8600006103516,193.52999877929688,192.42999267578125,193.0399932861328,187.92074584960935,20457100,298.3999938964844,270.0799865722656,151.5500030517578,-0.0024804205029484994,-0.0016060324494318046,-0.0005181505728850677,0.0010568971712427988,189.68222045898438,189.0970001220703,188.4499996948242,187.62999938964845,181.7108995819092,No Cross,No Cross,189.0970001220703,194.2197856000868,183.97421464405383,1.5393942147228872,0,0,57.13169466983423,50.652025949886635,0,0,0.6064279104786863,-0.006917449949583626,0,0,-0.00854964197378738,0.17076360547605418,1,1,1,6.734355808192971,14.45814578989333,3.4811445578235567
2019-10-17,194.1999969482422,194.5,192.80999755859372,193.5500030517578,188.41722106933597,19045200,299.2799987792969,270.3800048828125,153.33999633789062,0.0026419901749015207,0.002949078085831891,0.001110849842502537,0.011811238865640172,190.2088877360026,189.13250045776368,188.6359997558594,187.79059936523439,181.9042495727539,No Cross,No Cross,189.13250045776368,194.372989214578,183.89201170094935,1.685912440228005,0,0,63.68597416257715,51.50716765370203,0,0,0.8400513358398314,0.1624763072082994,0,0,-0.9032157586871703,-0.0857368925380575,1,1,1,5.967451753885622,13.70705159441532,3.554631627767857
2019-10-18,193.1999969482422,193.6699981689453,190.7100067138672,191.69000244140625,186.60655212402344,27700800,297.9700012207031,267.6400146484375,152.61000061035156,-0.009609922919268432,-0.0043771637394312,-0.010133849341272705,-0.0047606348309183755,190.59222073025174,189.1770004272461,188.70459991455078,187.94719940185547,182.11359954833983,No Cross,No Cross,189.1770004272461,194.49169857678913,183.86230227770307,0.9456800531094011,0,0,56.0251086628974,48.3898163135198,0,0,0.8651402804013912,0.30300910184691776,0,0,-1.7556784894440902,0.3056239828998164,1,1,1,5.90014993716268,14.857319299291326,4.97678186897037
2019-10-21,192.7100067138672,193.5200042724609,192.13999938964844,193.38999938964844,188.26145935058597,15801200,299.989990234375,268.2099914550781,154.0399932861328,0.008868469542441693,0.00677916906197451,0.002129639722929122,0.009370242251897754,191.47777642144098,189.3215003967285,188.84259979248046,188.11339935302735,182.29939956665038,No Cross,No Cross,189.3215003967285,194.93633048859812,183.7066703048589,1.4491975451977468,0,0,62.71817950048149,53.66128705225604,0,0,1.0105500045712006,0.44451728239177435,0,0,-0.25145295676418655,1.370178881789108,1,1,1,4.147062566716264,14.93872458804859,3.9143737256891242
2019-10-22,194.1499938964844,194.4199981689453,191.7899932861328,191.8500061035156,186.76231384277344,22392300,299.010009765625,267.82000732421875,154.2100067138672,-0.007963148513331353,-0.0032667105591902557,-0.0014540253655117574,0.0011036966706339246,191.99111090766058,189.51550064086913,188.99259979248046,188.29239944458007,182.4681996154785,No Cross,No Cross,189.51550064086913,195.20138481975516,183.8296164619831,0.8211582892649884,0,0,67.42626459316409,51.843766072570254,0,0,0.990110295501978,0.5536358850138151,0,0,0.4007131406289721,1.2175085389879436,1,1,1,5.514717871083663,16.434713461663584,5.050814112243929
2019-10-23,191.4600067138672,192.25999450683597,191.1499938964844,192.22000122070312,187.1225128173828,14828400,299.8800048828125,268.239990234375,154.39999389648438,0.0019285645317514977,0.002909585260605363,0.0015681536056708634,0.0012320029462788984,192.3844451904297,189.62250061035155,189.06919982910156,188.51339950561524,182.63169960021972,No Cross,No Cross,189.62250061035155,195.4323064170133,183.8126948036898,0.8941781177516036,0,0,64.83355194683796,56.16835775624571,0,0,0.9923282502176392,0.6413743580545799,0,0,1.5469286864423615,1.160707910216885,1,1,1,5.51971727342222,16.158566934421813,4.874620256832207
2019-10-24,193.58999633789065,194.2100067138672,192.7400054931641,194.08999633789065,188.9429168701172,18998500,300.3699951171875,267.9800109863281,154.17999267578125,0.009728410702902979,0.001633954336390353,-0.0009692039125848151,-0.001424878428755827,192.7155558268229,189.85800018310547,189.29579986572264,188.70519943237304,182.79804954528808,No Cross,No Cross,189.85800018310547,195.99882593934214,183.7171744268688,1.3783150093412526,0,0,63.2930376644392,55.86085021902451,0,0,1.1319307796398448,0.7394856423716328,0,0,2.2662583112343926,2.038777682583981,1,1,1,5.621105604596011,15.343397053526097,3.7817489187399467
2019-10-25,193.08999633789065,195.7400054931641,193.0500030517578,195.63999938964844,190.45184326171875,21507100,301.6000061035156,269.6000061035156,155.0,0.007986001756934424,0.004094986204758122,0.00604520878712167,0.005318506701081027,193.22111172146268,190.28850021362305,189.55759979248046,188.89949935913086,182.96984954833985,No Cross,No Cross,190.28850021362305,196.79110838604439,183.78589204120172,1.6459546797612725,0,0,67.75428109523395,58.92754166896973,0,0,1.3520534517816145,0.8619992042536292,0,0,3.0784948662774037,2.710571827997077,1,1,1,4.308938847306276,14.797585891719244,3.716011191546542
